Energy as a function of Theta for Phi=0 for Two different Basis sets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy at Theta = 60 Degrees (Hartree),-2628.750613912930,-2628.797901936540,-2628.818929507620,-2628.824220961820,-2628.819817123990,-2628.809135410430,,-2628.794136202040,-2628.775988626030,-2628.755411622460,-2628.695372880610,-2628.623533890110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy at Theta = 75 Degrees (Hartree),-2628.749834334520,-2628.797013545160,-2628.817930533390,-2628.823123691840,-2628.818612671290,-2628.807783575840,,-2628.792602922610,-2628.774245134670,-2628.753404784080,-2628.692335142650,-2628.619437234890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy at Theta = 90 Degrees (Hartree),-2628.749548800800,-2628.796717534000,-2628.817616719090,-2628.822779520700,-2628.818218999760,-2628.807330013110,,-2628.792054735130,-2628.773552978250,-2628.752503603860,-2628.689964705040,-2628.613432409650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy at Theta = 105 Degrees (Hartree),-2628.7496180330500,-2628.7968569162900,-2628.8178533734600,-2628.8231477390500,-2628.8187589318100,,-2628.8010158950300,,,-2628.7542668916800,,-2628.6212121813500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy at Theta = 120 Degrees (Hartree),-2628.7501591589800,-2628.7975481809100,-2628.8187132357300,-2628.8241800941300,-2628.8199890498600,,-2628.8026583381100,,,-2628.7569350241900,,-2628.6278120353000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy at Theta = 135 Degrees (Hartree),-2628.7509524450900,-2628.7984941602900,-2628.8198364309200,-2628.8255394800400,-2628.8216085749000,,-2628.8047160895600,,,-2628.7598942059200,,-2628.6308212305400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy at Theta = 150 Degrees (Hartree),-2628.7517885387300,-2628.7994745170800,-2628.8209821633500,-2628.8268650457200,-2628.8231621408800,,-2628.8066911548300,,,-2628.7626347364300,,-2628.6325120813600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy at Theta = 165 Degrees (Hartree),-2628.7524749231800,-2628.8002659859900,-2628.8218832682800,-2628.8278934759600,-2628.8243388095600,,-2628.8081708424100,,,-2628.7650655370500,,-2628.6424028472600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy at Theta = 180 Degrees (Hartree),-2628.7527780206600,-2628.8006249560700,-2628.8223067045500,-2628.8283925785300,-2628.8249369034300,,-2628.8089238368800,,,-2628.7663802077400,,-2628.6442255862700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
